Age,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Male,Loyal Customer,Business Travel,satisfied
52,3,399,1,1,5,1,3,1,2,2,2,2,2,2,2,2,0,0,0,1,1,1
53,1,2165,3,5,4,3,1,4,4,1,3,3,5,3,5,1,0,1,1,1,0,0
23,3,3076,1,1,1,1,5,5,5,5,4,5,4,5,4,5,0,9,0,1,1,1
37,3,414,4,4,4,4,5,5,4,5,5,4,5,3,5,5,0,0,0,1,1,1
38,3,2293,1,3,3,3,1,3,4,1,1,1,1,4,1,1,0,10,1,1,1,0
47,1,446,1,1,1,4,4,1,5,4,4,1,3,3,4,4,4,0,1,0,1,0
11,1,163,3,5,0,2,2,0,2,2,4,2,4,3,4,2,0,0,0,1,0,0
26,1,248,3,4,3,4,5,3,5,5,1,4,4,2,4,5,8,5,1,0,1,0
58,3,2322,4,4,4,4,3,4,5,5,5,5,5,4,5,4,58,50,1,1,1,1
34,3,2343,2,2,2,2,3,2,5,3,3,4,3,4,3,5,0,0,0,1,1,1
42,3,3293,3,3,3,3,4,4,5,5,5,4,5,5,5,4,0,30,1,1,1,1
53,1,258,1,5,1,4,1,1,1,1,5,2,1,3,1,1,36,34,1,1,0,0
41,1,589,2,3,3,3,1,2,1,1,2,3,3,3,3,1,11,1,0,1,1,0
44,2,247,2,4,2,2,4,5,4,3,3,2,3,5,3,5,9,3,0,1,0,0
46,3,1737,5,5,5,5,5,4,4,4,4,4,4,4,4,4,0,0,1,1,1,1
29,3,3911,4,4,4,4,5,5,5,5,4,3,4,4,5,5,0,21,1,1,1,1
12,2,632,1,2,2,2,1,1,1,1,4,4,3,1,4,1,6,6,1,1,1,0
50,3,235,2,2,2,2,2,4,5,5,5,5,5,3,5,3,3,0,1,1,1,1
62,1,737,3,4,3,3,3,3,3,3,5,2,5,1,5,3,0,0,1,1,0,0
40,3,1521,2,5,5,5,4,4,3,2,2,2,2,2,2,4,0,0,0,1,1,0
46,1,493,1,4,1,1,2,4,5,3,3,1,3,3,3,3,0,2,0,1,0,0
41,3,1744,2,2,3,2,5,5,4,5,5,5,5,3,5,3,8,0,1,1,1,1
46,3,358,2,2,2,2,4,4,5,5,5,5,5,4,5,5,0,0,0,1,1,1
24,1,467,1,4,1,4,2,1,2,2,4,1,3,1,4,2,0,1,1,0,1,0
60,2,361,2,2,2,2,2,2,2,2,4,2,4,3,3,2,74,55,1,1,1,0
33,3,872,3,2,2,2,1,1,1,3,3,3,3,2,3,2,0,0,0,1,1,0
39,3,3867,4,4,4,4,2,4,4,4,4,4,4,3,4,5,5,0,1,1,1,1
31,3,1497,4,4,4,4,4,4,4,4,5,2,5,5,4,4,0,0,1,1,1,1
36,3,1703,2,2,2,2,5,3,4,3,3,4,3,5,3,4,41,31,1,1,1,1
44,2,239,2,3,3,3,2,2,2,2,1,3,3,2,3,2,5,0,1,1,1,0
67,3,2754,1,1,4,1,1,4,3,4,4,4,4,1,4,4,2,0,0,1,1,1
56,1,328,3,4,3,3,5,3,5,5,3,2,4,1,3,5,0,0,1,1,0,0
44,3,3898,4,5,5,5,1,3,4,4,4,4,4,1,4,3,0,0,1,1,1,0
34,1,212,1,4,4,4,1,1,1,1,3,5,3,1,2,1,0,0,0,1,1,0
23,3,603,0,2,0,2,4,0,4,4,3,2,4,4,4,4,0,0,0,0,1,1
40,3,3309,4,4,4,4,3,4,4,4,4,5,4,4,4,3,18,0,0,1,1,1
39,3,3879,1,1,2,1,2,5,5,5,5,5,5,2,5,2,0,0,0,1,1,1
52,3,2586,3,1,3,2,3,2,2,4,3,3,3,2,4,2,163,123,1,1,0,0
52,1,772,3,4,4,4,3,4,4,3,3,3,3,3,3,3,0,0,0,1,1,0
46,3,861,1,1,1,1,3,5,4,5,5,4,5,3,5,4,3,2,1,1,1,1
55,3,227,4,4,4,4,3,4,4,4,4,4,4,3,4,4,7,1,0,1,1,1
60,1,1096,3,4,4,5,1,4,1,1,4,5,4,3,5,1,0,48,1,1,0,0
46,1,522,5,1,1,1,5,4,3,5,5,5,5,3,5,2,0,0,0,1,1,1
55,1,552,2,0,2,4,3,2,3,3,4,5,5,4,5,3,0,0,1,1,0,0
57,3,271,5,5,5,5,3,4,4,5,5,5,5,4,5,3,6,3,1,1,1,1
45,1,646,3,3,2,3,3,3,3,3,4,2,4,4,4,3,4,0,1,1,1,0
15,1,545,2,5,2,5,2,2,2,2,1,5,5,4,3,2,0,0,1,1,0,0
49,3,1407,1,1,1,1,3,4,5,4,4,4,4,5,4,5,87,91,1,1,1,1
28,3,2196,2,2,2,2,4,4,4,4,5,2,4,4,4,4,10,0,0,1,1,1
59,1,1015,4,0,4,5,4,4,4,3,3,4,3,3,3,4,0,0,0,1,0,1
40,1,666,3,5,3,5,4,3,3,4,1,5,3,2,4,4,0,0,1,1,0,0
53,1,595,2,5,5,5,2,2,2,2,1,5,3,3,4,2,14,42,1,1,1,0
38,3,501,4,4,4,4,5,5,4,4,4,4,4,3,4,2,0,0,0,1,1,1
15,1,1121,4,5,4,3,4,4,4,4,3,3,5,4,5,4,0,0,0,1,0,0
42,3,3664,5,5,5,5,3,4,4,5,5,5,5,4,5,5,0,5,1,1,1,1
15,1,270,2,2,1,4,3,1,3,3,1,3,3,1,4,3,1,0,1,0,1,0
27,2,602,3,3,3,3,5,3,5,5,2,4,4,2,3,5,28,19,0,0,1,0
39,1,633,1,5,1,1,2,1,2,2,5,3,5,3,3,2,38,26,1,0,1,0
50,1,946,2,4,5,5,2,2,2,2,4,4,4,2,3,2,0,0,1,1,1,0
40,1,1674,2,1,1,1,2,3,2,2,3,5,4,5,3,2,0,0,0,1,1,1
70,2,411,4,1,1,1,5,2,1,4,4,4,4,4,4,3,0,0,0,1,1,1
37,1,1452,4,4,4,2,5,4,5,5,2,2,3,2,3,5,3,0,0,0,1,0
44,3,1379,5,5,5,5,3,5,4,3,3,2,3,4,3,5,4,0,0,1,1,1
48,1,1504,5,2,2,2,5,4,5,5,5,5,5,5,5,4,3,0,0,1,1,1
55,3,868,3,3,3,3,2,5,5,4,4,4,4,5,4,3,0,11,1,1,1,1
38,3,3733,1,1,1,1,2,2,2,4,4,4,4,3,4,4,0,1,1,1,1,1
39,3,516,2,2,2,4,1,2,1,1,2,5,3,2,3,1,19,29,0,0,1,0
60,3,2504,3,3,3,3,4,4,4,4,4,4,4,4,4,4,0,0,1,1,1,1
41,3,1577,2,5,5,5,2,3,3,2,2,2,2,2,2,3,0,0,0,1,1,0
68,1,409,1,2,1,3,3,1,3,3,4,2,4,1,3,3,0,0,1,1,0,0
34,1,163,5,3,3,3,5,5,5,5,1,2,3,5,5,5,0,2,0,1,1,1
24,3,970,2,2,2,2,4,4,4,5,2,5,1,4,5,4,173,184,1,1,1,1
10,1,447,2,5,2,1,4,2,4,4,4,5,5,5,5,4,0,0,1,1,0,0
59,3,1023,4,4,4,4,3,4,5,4,4,4,4,5,4,5,0,0,0,1,1,1
37,3,427,4,3,3,3,4,3,4,4,5,2,4,4,4,4,0,0,1,0,1,0
33,3,2772,4,1,1,1,4,4,3,4,4,4,4,1,4,3,0,0,0,1,1,0
27,1,692,4,5,4,5,5,4,1,5,4,4,4,5,5,5,4,42,1,1,0,0
42,3,2114,4,3,4,4,4,4,5,4,4,4,4,3,4,5,0,17,1,1,1,1
44,3,2497,0,4,0,2,4,5,4,1,1,1,1,3,1,5,0,0,1,1,1,1
26,3,1431,1,1,1,1,5,5,5,5,3,3,5,5,5,5,116,123,1,1,1,1
43,1,697,2,2,2,2,3,2,3,3,1,1,5,4,2,3,40,24,1,0,1,0
36,1,1416,3,3,3,2,3,3,5,3,5,2,3,5,1,3,22,0,1,0,1,0
53,3,2777,2,2,3,2,3,4,4,2,2,2,2,1,2,3,34,40,1,1,1,0
16,1,1011,5,5,5,1,2,5,2,2,4,5,4,4,5,2,0,0,1,0,1,1
24,2,1728,1,1,1,2,1,3,3,2,1,1,1,3,3,3,201,208,0,1,0,0
40,1,780,1,5,1,3,1,1,1,1,5,2,5,3,5,1,0,10,1,1,0,0
46,3,1523,2,2,2,2,3,5,4,5,5,5,5,3,5,3,4,19,0,1,1,1
34,3,2982,3,3,3,3,2,5,5,4,4,4,4,3,4,5,0,4,1,1,1,1
27,1,612,4,4,4,2,3,4,3,3,5,5,4,3,2,3,30,20,1,1,0,0
29,3,1739,2,2,2,2,5,4,5,5,5,2,3,3,2,5,81,115,0,1,1,1
32,1,444,3,4,3,2,5,3,5,5,3,4,4,3,5,5,21,30,0,1,0,0
45,3,2671,3,4,4,4,3,2,3,3,3,3,3,1,3,3,16,28,1,1,1,0
36,3,373,3,3,3,3,1,1,1,5,5,5,5,5,5,1,0,0,0,1,1,1
44,1,785,3,5,5,5,3,3,3,3,1,4,3,2,3,3,32,37,1,1,1,0
43,3,153,5,5,5,5,4,4,4,4,4,4,5,3,4,3,0,0,0,1,1,1
42,3,1084,4,4,4,4,3,5,5,4,4,4,4,3,4,3,0,0,0,1,1,1
60,1,1087,3,0,2,2,3,5,4,5,5,2,5,5,5,3,0,0,0,1,0,0
47,1,366,1,2,1,3,5,1,5,5,1,2,4,3,4,5,0,0,1,1,0,0
38,3,1072,2,5,2,3,4,4,5,3,3,2,1,4,3,3,0,0,1,1,0,0
59,3,1927,3,2,2,2,4,4,3,3,3,3,3,1,3,2,0,0,1,1,1,0
54,1,641,3,5,2,3,5,4,5,3,3,2,3,4,3,5,100,96,0,1,0,0
28,3,1791,2,2,2,2,4,4,4,4,3,4,4,4,5,4,16,36,1,1,1,1
51,1,122,2,5,3,5,2,2,2,2,5,2,5,2,3,2,0,0,1,1,1,1
33,3,516,3,3,3,3,4,3,2,3,3,3,3,1,3,4,0,7,0,1,1,0
55,2,316,2,1,1,1,2,4,3,2,2,2,2,3,2,2,0,2,0,1,1,0
37,3,184,4,4,4,4,1,4,1,1,5,2,4,3,5,1,23,41,1,0,1,0
49,1,2434,3,5,5,5,3,3,3,1,3,3,4,3,4,3,24,12,1,1,1,0
39,3,862,0,4,0,3,4,3,4,5,5,0,5,1,5,2,6,0,1,1,0,1
42,3,3818,1,1,1,1,2,2,3,4,4,4,4,2,4,5,0,0,0,1,1,1
56,1,859,2,3,2,1,5,2,1,2,2,2,2,2,2,1,0,0,0,1,0,0
50,1,876,5,2,2,2,1,2,1,5,5,5,5,5,5,2,83,69,0,1,1,1
25,3,488,2,4,2,3,2,2,2,2,3,4,4,5,4,2,38,36,0,0,1,0
59,3,201,1,1,1,1,4,5,5,5,5,5,5,4,5,5,0,0,0,1,1,1
26,1,846,3,4,4,3,2,4,2,2,2,4,4,2,4,2,0,0,0,0,1,0
49,3,3910,1,1,1,1,2,5,4,4,4,4,4,4,4,4,0,0,0,1,1,1
39,3,240,5,5,5,5,5,4,2,4,4,4,4,1,4,3,73,64,0,1,1,1
35,1,604,2,5,2,5,3,2,3,3,3,5,4,5,4,3,22,36,0,1,0,0
30,3,3940,1,3,3,3,1,1,1,1,2,2,3,2,4,1,0,13,1,1,1,0
31,3,369,1,5,5,5,1,1,1,1,3,3,3,3,3,1,0,0,0,1,1,0
43,1,719,3,4,4,4,4,4,4,4,1,1,4,3,3,4,0,25,0,0,1,0
45,3,1865,5,5,5,5,3,3,5,4,4,5,4,5,4,5,14,11,1,1,1,1
37,3,1173,3,3,3,1,2,3,2,2,4,5,4,4,4,2,12,53,1,0,1,0
50,3,3216,3,1,4,4,5,4,3,3,3,3,3,1,3,1,0,1,1,1,1,0
16,1,1020,5,0,5,3,5,5,5,5,1,4,3,4,2,5,7,13,1,1,0,1
50,3,1576,5,5,5,5,4,3,3,3,3,3,3,4,3,3,0,0,1,1,1,1
39,1,191,1,3,3,3,1,2,1,1,2,5,4,2,4,1,0,0,0,1,1,0
56,3,2289,4,1,4,4,4,4,4,4,4,4,4,4,4,3,0,0,1,1,1,1
9,1,1546,1,4,2,2,3,2,3,3,5,5,3,5,4,3,0,0,1,1,0,0
42,2,4817,2,2,2,2,2,2,2,2,4,1,3,2,3,2,17,14,0,1,1,0
38,2,459,5,2,5,5,5,5,5,5,4,5,5,1,5,5,0,0,1,1,1,1
69,1,1990,4,2,3,4,1,3,4,1,2,5,3,1,3,1,0,0,1,1,0,0
61,3,3440,5,5,5,5,3,2,3,5,5,4,5,2,5,3,0,0,0,1,1,0
23,3,1747,1,4,4,4,1,1,1,1,3,3,3,4,2,1,5,0,1,1,1,0
30,3,2908,1,1,5,1,5,4,5,5,4,4,4,3,4,5,2,0,1,1,1,1
14,1,604,2,2,2,4,5,2,5,5,1,4,3,4,3,5,0,2,0,1,0,0
36,3,341,1,5,5,5,3,2,2,1,1,1,1,2,1,1,0,0,1,1,1,0
48,3,2805,0,3,0,4,5,5,4,2,2,5,3,4,5,4,182,179,1,1,1,1
44,2,2172,4,4,3,3,3,4,5,2,2,3,2,3,2,3,0,0,0,1,0,1
44,3,2466,1,1,1,1,4,4,5,1,1,2,1,5,1,5,60,51,0,1,1,1
31,1,992,1,5,5,5,1,1,1,1,4,2,2,2,2,1,0,0,1,1,1,0
50,1,229,2,5,2,2,5,2,5,5,5,4,5,4,5,5,19,37,1,1,0,0
26,3,342,3,5,2,2,5,2,5,5,5,4,4,4,4,5,0,0,0,0,1,0
57,3,3015,4,4,4,4,2,5,4,4,4,4,4,3,4,5,0,0,1,1,1,1
36,1,650,2,4,3,4,5,3,5,5,4,2,3,1,4,5,0,0,0,0,1,0
34,3,1709,2,1,1,1,2,4,3,2,2,2,2,3,2,3,0,0,0,1,1,0
43,3,190,2,2,2,2,2,5,5,5,5,5,4,5,5,4,5,2,0,1,1,1
44,3,347,5,5,5,5,5,5,4,4,4,4,4,3,4,4,82,85,0,1,1,1
21,1,1216,4,4,4,3,4,4,4,4,5,2,3,4,4,4,0,0,0,0,1,0
57,3,1426,4,4,2,4,2,4,5,4,4,5,4,3,4,3,0,0,0,1,1,1
58,1,393,2,2,2,3,3,2,3,3,3,4,3,4,3,3,15,1,1,1,0,0
49,3,2080,1,1,1,1,2,5,5,4,4,5,4,4,4,5,0,0,0,1,1,1
14,1,399,2,5,2,3,5,2,5,5,3,4,4,5,5,5,6,0,1,1,0,0
29,1,965,1,1,1,2,2,1,2,2,3,4,3,1,2,2,0,0,0,1,0,0
13,1,285,1,4,1,1,4,1,4,4,3,5,5,3,4,4,0,11,0,1,0,0
44,3,2408,1,1,1,1,2,4,5,4,4,4,4,4,4,3,34,20,0,1,1,1
52,1,1199,3,3,3,3,2,3,2,2,3,5,4,3,3,2,40,50,1,1,0,0
36,3,2196,2,2,1,2,2,3,4,3,3,3,2,2,3,4,0,0,0,1,1,0
9,1,214,1,3,0,3,1,0,1,1,4,4,3,2,4,1,0,0,0,1,0,0
58,3,612,2,2,2,2,3,4,4,5,5,5,5,3,5,5,1,0,1,1,1,1
38,1,214,3,4,3,3,4,3,4,4,3,5,4,1,4,4,0,3,0,0,1,0
8,2,604,2,3,2,3,2,2,2,2,3,3,4,3,4,2,0,43,0,0,1,0
24,1,562,1,5,1,1,3,1,3,3,4,5,5,3,5,3,27,28,0,1,0,0
25,3,1009,2,2,2,2,3,3,3,3,4,2,5,3,4,3,5,0,0,1,1,1
39,2,842,0,5,0,2,2,0,2,2,5,4,5,5,5,2,1,0,0,1,0,1
23,1,581,3,2,3,3,1,3,1,1,3,4,4,2,3,1,10,25,0,0,1,0
29,3,2377,3,3,3,3,3,3,3,3,3,3,2,1,5,3,6,5,0,1,1,1
16,1,957,1,4,1,3,3,1,3,3,3,2,3,3,3,3,50,35,1,1,0,0
26,3,381,2,1,1,3,1,2,2,1,3,4,3,2,4,2,197,206,0,0,1,0
44,1,293,3,1,4,1,3,3,3,3,1,4,3,1,4,3,42,36,1,1,1,0
25,1,1303,4,4,4,4,4,4,3,4,4,5,4,5,5,4,11,0,0,1,0,0
43,1,1597,2,4,2,4,2,2,5,2,3,3,5,3,5,2,0,13,1,1,0,0
44,3,347,2,2,2,4,1,2,1,1,3,5,4,3,3,1,0,0,1,0,1,0
47,3,113,1,1,1,3,4,1,1,4,1,3,4,2,3,4,0,0,1,0,1,0
31,1,590,1,5,1,2,2,1,2,2,2,1,3,2,1,2,0,0,0,1,0,0
12,1,84,5,1,5,1,3,5,3,3,3,2,2,4,2,3,0,0,0,1,0,1
44,1,222,3,2,2,2,3,4,3,3,3,3,3,2,3,4,0,1,0,1,1,0
36,2,419,2,3,3,4,1,3,1,1,1,4,4,4,4,1,12,14,0,0,1,0
49,3,2909,2,2,2,2,5,4,4,2,2,2,2,2,2,2,0,0,1,1,1,0
24,2,508,5,3,2,2,5,5,3,5,1,2,4,2,1,5,0,3,0,1,1,1
28,1,595,1,4,1,2,5,1,1,5,2,2,2,5,4,5,0,9,0,1,0,0
28,3,3179,3,3,3,3,5,5,5,5,3,4,5,5,5,5,0,0,0,1,1,1
10,1,868,1,0,0,4,5,0,5,5,4,3,4,3,4,5,24,16,0,0,1,0
47,3,1900,2,2,2,2,4,5,4,2,2,2,2,3,2,5,14,4,1,1,1,1
55,1,679,3,5,3,5,1,4,2,5,5,3,5,2,5,3,46,44,0,1,0,0
30,3,247,2,2,2,2,4,4,4,4,1,3,2,1,5,4,0,0,0,1,1,1
60,1,1124,3,4,3,2,5,1,5,4,4,3,4,2,4,2,0,0,0,1,0,0
54,3,3086,3,5,3,3,5,3,5,3,3,5,3,5,3,1,0,0,1,1,1,1
57,1,899,0,5,0,5,3,4,5,3,3,0,3,3,3,4,0,0,0,1,0,1
48,3,3592,4,1,4,4,1,5,4,5,5,5,5,5,5,2,70,76,1,1,1,1
49,3,1643,3,3,3,3,1,3,3,3,3,3,3,2,3,3,18,34,0,1,1,0
15,1,134,1,0,1,3,5,1,2,5,4,2,5,3,5,5,0,0,1,1,0,0
62,1,280,1,4,1,3,4,4,4,4,4,1,4,4,4,3,0,4,0,1,0,0
57,1,399,2,4,2,1,2,2,2,2,4,5,4,3,5,2,1,0,1,1,0,0
25,1,1067,3,3,3,3,3,3,3,3,3,2,5,3,5,3,6,0,1,0,1,0
28,2,299,3,2,3,2,4,3,4,4,3,3,1,4,2,4,0,0,0,1,0,0
34,1,1919,1,4,1,2,3,1,5,3,5,5,5,4,4,3,0,0,1,1,0,0
26,3,1607,3,1,3,1,2,2,3,2,4,5,3,4,3,2,8,9,0,1,1,0
57,3,347,3,2,4,2,1,4,4,3,3,3,3,2,3,3,0,32,1,1,1,0
54,3,1389,4,4,4,4,4,5,4,3,3,3,3,4,3,3,0,3,0,1,1,1
48,1,460,4,4,4,4,2,4,4,4,4,4,4,2,4,4,5,0,0,1,0,1
39,1,821,3,4,3,1,1,3,1,1,3,1,1,5,5,1,10,27,0,1,0,0
28,1,237,2,5,2,4,1,2,1,1,3,2,4,5,4,1,0,0,1,1,0,0
55,3,262,3,3,3,3,2,5,1,4,4,4,4,1,4,4,0,0,0,1,1,1
17,1,305,3,4,2,4,2,2,2,2,5,4,2,4,3,2,0,1,1,1,0,0
46,3,2521,4,4,4,4,4,4,4,4,2,4,5,4,3,4,0,0,1,1,1,1
26,2,196,4,5,5,5,4,3,1,4,1,4,4,1,3,4,3,0,1,1,1,0
24,3,1123,3,3,3,3,3,3,3,3,3,1,4,2,4,3,0,15,1,1,1,0
54,1,316,2,3,2,2,3,4,5,3,3,2,3,4,3,4,0,0,0,1,0,0
44,3,550,1,1,1,1,5,4,5,4,4,4,4,3,4,4,3,3,1,1,1,1
43,1,201,4,1,1,1,5,5,2,4,4,4,4,5,4,3,8,13,0,1,1,1
67,1,749,2,1,3,1,5,3,5,5,1,2,1,1,2,5,0,0,1,1,0,0
17,1,1044,5,2,2,2,5,5,4,5,2,2,3,4,5,5,0,0,1,1,1,1
42,3,2718,4,4,4,4,3,4,4,5,5,5,5,3,5,5,7,2,0,1,1,1
52,1,689,2,4,2,3,3,2,3,3,1,5,3,1,3,3,0,0,1,1,0,0
32,3,153,1,1,1,2,5,1,5,5,5,5,5,4,4,5,43,37,0,0,1,0
40,3,2556,2,2,2,2,4,4,4,3,3,4,5,4,3,4,319,295,0,1,1,1
72,3,3081,4,4,4,4,5,4,4,4,4,4,4,3,4,5,0,0,1,1,1,1
9,1,541,2,5,2,1,3,2,3,3,5,2,5,4,5,3,0,0,1,1,0,0
37,1,403,4,2,2,2,4,4,4,4,1,2,3,2,3,4,75,69,0,1,1,0
54,1,2496,2,5,5,5,3,2,3,3,4,2,4,3,4,3,16,2,1,1,1,1
16,2,620,1,1,3,1,1,2,2,1,2,4,3,4,4,1,0,1,0,1,1,0
36,3,762,4,4,4,4,4,4,5,3,3,3,3,4,3,4,0,14,1,1,1,1
42,1,577,3,4,3,3,3,4,5,2,2,3,4,5,2,5,0,0,0,1,0,0
35,1,1152,2,2,2,2,1,2,1,1,2,2,1,3,1,1,0,0,1,0,1,0
69,1,992,2,5,2,2,2,4,5,5,5,2,5,5,5,3,31,14,0,1,0,0
52,3,2850,2,3,3,3,2,3,3,2,2,2,2,3,2,4,33,33,0,1,1,0
45,1,843,3,5,3,2,2,3,4,4,4,3,4,4,4,2,25,17,0,1,0,0
59,3,258,5,5,5,5,4,5,4,5,5,5,5,3,5,3,0,0,1,1,1,1
34,3,3078,4,4,4,4,2,4,5,5,5,5,5,3,5,3,0,0,0,1,1,1
59,1,2172,4,4,4,1,5,4,5,3,3,4,3,3,3,4,0,0,0,1,0,1
48,3,412,1,2,2,2,4,3,4,1,1,1,1,2,1,1,0,0,1,1,1,0
68,2,279,5,2,2,2,4,5,4,4,5,4,3,5,2,4,24,28,1,1,1,1
57,3,430,2,2,2,2,5,5,4,2,2,2,2,3,2,5,2,0,0,1,1,1
26,1,2342,3,1,3,4,4,3,4,4,1,5,3,1,3,4,0,0,1,1,0,0
25,3,710,2,5,3,1,3,3,3,3,4,4,5,4,5,3,0,0,1,0,1,0
39,3,316,4,4,4,2,4,4,4,4,4,5,4,4,5,4,0,2,0,0,1,1
39,1,309,5,2,1,2,5,5,5,5,5,3,2,2,1,5,7,5,0,1,1,1
28,3,1197,1,1,1,1,5,5,5,5,5,4,5,4,4,5,1,0,1,1,1,1
31,3,1664,1,4,4,4,1,1,1,1,2,4,3,2,3,1,22,36,0,1,1,0
37,3,3476,3,3,3,3,3,4,4,3,3,4,3,3,3,4,2,0,1,1,1,1
51,1,944,5,4,4,4,5,5,5,5,4,2,2,3,3,5,0,0,1,1,1,1
32,1,209,2,5,2,4,4,2,4,4,5,5,1,1,1,4,0,11,1,0,1,0
53,1,109,3,0,3,3,1,3,1,1,4,5,4,5,4,1,0,0,1,1,0,0
30,3,462,5,5,5,5,2,2,2,2,5,2,4,3,4,2,24,29,0,1,1,1
62,3,930,3,3,3,3,2,3,2,2,1,1,3,3,4,2,0,0,0,0,1,0
49,3,272,4,4,4,4,3,3,4,4,4,4,4,2,4,3,0,0,1,1,1,0
41,3,566,3,3,3,3,5,2,2,4,4,4,4,1,4,4,11,11,1,1,1,1
46,3,1999,5,4,5,5,3,4,5,5,5,5,5,5,5,4,9,0,0,1,1,1
31,1,1558,4,5,4,5,3,4,3,3,4,4,5,3,5,3,0,14,0,1,0,1
52,3,1504,1,1,1,1,3,5,5,4,4,4,4,5,4,5,7,0,1,1,1,1
9,1,86,4,4,4,4,1,4,1,1,1,1,3,1,3,1,47,52,1,1,0,0
39,3,2392,3,3,3,3,5,3,3,3,3,3,3,2,3,4,0,0,0,1,1,0
22,1,266,4,5,4,1,4,1,2,3,4,4,4,2,4,2,184,179,0,0,1,1
64,1,1990,2,1,2,3,3,2,3,3,2,2,3,3,3,3,38,5,1,1,0,0
30,1,588,1,4,1,3,2,1,1,2,4,5,3,4,3,2,0,0,1,0,1,0
52,3,1781,1,1,1,1,2,5,5,4,4,4,4,5,4,4,49,39,0,1,1,1
51,1,237,2,5,2,1,2,2,2,4,4,5,4,2,3,2,132,129,0,1,0,0
22,3,1940,4,4,4,4,3,5,3,3,5,2,1,5,1,3,0,0,1,1,1,1
70,2,692,2,4,2,3,4,2,4,4,4,3,5,3,4,4,0,0,1,1,0,0
64,2,1514,3,4,3,3,3,3,2,3,3,3,1,5,3,4,0,0,0,1,0,0
18,1,533,3,2,2,3,3,2,3,3,1,3,4,3,4,3,2,19,1,1,0,0
22,3,2536,5,5,5,5,5,5,5,5,5,5,5,2,4,5,0,0,1,1,1,1
58,1,406,4,4,4,1,2,4,2,2,4,4,4,3,5,2,34,28,1,1,0,0
9,3,529,5,0,5,2,1,5,1,1,5,5,5,5,5,1,0,0,1,0,1,1
67,1,481,3,4,3,4,5,3,5,5,4,3,5,2,2,5,15,8,1,1,0,0
61,2,842,0,5,0,3,5,5,5,5,5,0,5,3,5,5,13,17,0,1,0,1
63,3,3947,0,0,0,3,4,1,2,2,2,2,2,4,2,4,0,0,1,1,1,1
46,3,130,1,1,1,1,2,5,5,4,4,4,4,4,4,5,0,0,1,1,1,1
14,1,247,2,5,2,3,3,2,3,3,3,5,4,5,4,3,34,31,1,1,0,0
58,3,1719,1,1,1,1,2,4,4,5,5,5,5,4,5,3,12,2,0,1,1,1
41,1,188,5,5,5,5,5,5,5,5,2,5,5,3,4,5,0,0,1,1,1,1
16,1,666,3,5,3,3,3,3,3,3,4,2,2,3,4,3,37,10,0,1,0,0
23,3,552,4,4,4,4,2,2,2,2,2,1,4,4,5,2,0,2,0,1,1,1
32,1,373,1,1,4,3,5,4,5,5,1,4,3,4,3,5,0,0,0,1,0,0
45,3,3810,1,1,1,1,4,5,4,4,4,4,4,3,4,3,70,111,0,1,1,1
16,1,491,4,5,5,5,4,4,5,4,3,4,5,4,2,4,0,0,0,1,1,1
18,1,861,2,3,1,1,2,1,3,2,4,2,5,4,4,2,14,7,1,1,0,0
48,1,2153,4,5,5,5,4,4,4,4,3,1,3,5,4,4,0,0,1,1,1,1
26,1,189,1,5,1,2,3,1,3,3,5,2,5,4,5,3,0,0,1,1,0,0
25,1,1017,3,3,3,2,2,3,2,2,3,4,2,1,3,2,0,0,1,0,1,0
32,3,2443,4,4,4,4,5,5,5,5,3,2,2,1,3,5,0,0,1,1,1,1
30,1,524,3,4,3,4,2,3,2,2,1,5,3,3,3,2,42,36,1,0,1,0
24,1,580,4,3,4,4,2,4,2,2,4,3,3,5,2,2,11,7,1,1,0,1
65,1,1598,3,1,4,2,5,4,3,5,2,4,2,3,2,5,0,0,1,1,0,0
38,3,436,2,2,2,2,3,1,4,5,5,5,5,4,5,5,0,0,0,1,1,1
48,3,1448,2,1,5,1,3,3,2,2,2,2,2,2,2,1,115,109,1,1,1,0
52,3,2486,3,3,3,3,5,5,4,5,5,5,5,4,5,3,0,0,1,1,1,1
41,1,759,4,2,2,2,4,4,4,4,2,5,4,1,4,4,0,2,1,1,1,1
22,1,222,3,0,3,1,5,3,5,5,1,5,3,1,2,5,0,0,0,0,1,0
35,3,397,1,0,0,3,1,3,2,3,3,0,3,1,3,2,0,0,1,1,1,0
38,2,86,4,4,4,2,2,4,2,2,5,2,3,2,4,2,0,0,0,0,1,1
34,1,1721,3,4,3,3,4,3,4,4,3,4,3,3,4,4,12,0,1,1,0,0
48,2,216,2,3,3,3,5,4,2,2,2,2,2,5,2,3,0,0,0,1,1,1
45,1,102,4,3,4,3,4,4,4,4,1,2,5,4,1,4,1,4,1,1,1,1
65,3,175,4,2,4,2,2,4,4,3,3,3,4,4,3,4,5,0,1,1,1,0
45,1,1073,5,5,5,4,3,4,4,2,2,5,2,5,2,4,1,0,0,1,0,1
59,3,3225,1,1,1,1,2,4,5,5,5,5,5,4,5,5,0,1,0,1,1,1
48,1,500,3,5,5,3,2,5,4,1,1,5,1,4,1,5,19,18,0,1,0,0
